zip_code,fips_code,yyyymm,underwater
30014,13217,201309,.11816622
30014,13217,201310,.11881997
30014,13217,201311,.11939567
30014,13217,201312,.12000979
30014,13217,201401,.11717974
30014,13217,201402,.11321691
30014,13217,201403,.10868486
30014,13217,201404,.10174539
30014,13217,201405,.094486237
30014,13217,201406,.087535128
30014,13217,201407,.087369815
30014,13217,201408,.087197289
30014,13217,201409,.087024793
30014,13217,201410,.08768595
30014,13217,201411,.088339806
30014,13217,201412,.088993557
30014,13217,201501,.076137751
30014,13217,201502,.074987419
30014,13217,201503,.073820673
30014,13217,201504,.069988482
30014,13217,201505,.066057421
30014,13217,201506,.062243648
30014,13217,201507,.061667986
30014,13217,201508,.061037932
30014,13217,201509,.060462102
30014,13217,201510,.060970344
30014,13217,201511,.061964259
30014,13217,201512,.06246822
30014,13217,201601,.061741848
30014,13217,201602,.061160747
30014,13217,201603,.060434371
30014,13217,201604,.059754591
30014,13217,201605,.05922965
30014,13217,201606,.058571324
30014,13217,201607,.054978576
30014,13217,201608,.051423591
30014,13217,201609,.047791194
30014,13217,201610,.047064777
30014,13217,201611,.046226073
30014,13217,201612,.045503791
30014,13217,201701,.043691773
30014,13217,201702,.04191919
30014,13217,201703,.040121231
30014,13217,201704,.037950937
30014,13217,201705,.035703983
30014,13217,201706,.033540104
30014,13217,201707,.032543741
30014,13217,201708,.031603195
30014,13217,201709,.030667339
30014,13217,201710,.030489551
30014,13217,201711,.030476462
30014,13217,201712,.030467745
30014,13217,201801,.029893441
30014,13217,201802,.029323416
30014,13217,201803,.028749196
30014,13217,201804,.02710434
30014,13217,201805,.025316456
30014,13217,201806,.023669908
30014,13217,201807,.023452023
30014,13217,201808,.023285715
30014,13217,201809,.023066485
30014,13217,201810,.022639623
30014,13217,201811,.022282531
30014,13217,201812,.021805743
30014,13217,201901,.021449441
30014,13217,201902,.021100655
30014,13217,201903,.020744225
30014,13217,201904,.020285284
30014,13217,201905,.019666953
30014,13217,201906,.019092737
30016,13217,200909,.27561501
30016,13217,200910,.29705897
30016,13217,200911,.3178516
30016,13217,200912,.33929557
30016,13217,201001,.35933664
30016,13217,201002,.42378891
30016,13217,201003,.44621962
30016,13217,201004,.45010126
30016,13217,201005,.45409542
30016,13217,201006,.45792553
30016,13217,201007,.461413
30016,13217,201008,.4648442
30016,13217,201009,.46821916
30016,13217,201010,.47654405
30016,13217,201011,.4845877
30016,13217,201012,.49291259
30016,13217,201101,.50056249
30016,13217,201102,.50748116
30016,13217,201103,.51513106
30016,13217,201104,.51867479
30016,13217,201105,.52227473
30016,13217,201106,.52581841
30016,13217,201107,.52032834
30016,13217,201108,.52215874
30016,13217,201109,.52393365
30016,13217,201110,.54248005
30016,13217,201111,.56055903
30016,13217,201112,.57919252
30016,13217,201201,.57137311
30016,13217,201202,.56399733
30016,13217,201203,.55617791
30016,13217,201204,.55240685
30016,13217,201205,.54846936
30016,13217,201206,.54530311
30016,13217,201207,.54180545
30016,13217,201208,.53830779
30016,13217,201209,.5350697
30016,13217,201210,.52979398
30016,13217,201211,.52488887
30016,13217,201212,.51961112
30016,13217,201301,.51038891
30016,13217,201302,.50199997
30016,13217,201303,.49275041
30016,13217,201304,.47786009
30016,13217,201305,.46880659
30016,13217,201306,.45997256
30016,13217,201307,.45181119
30016,13217,201308,.44346872
30016,13217,201309,.43545553
30016,13217,201310,.43490669
30016,13217,201311,.43440554
30016,13217,201312,.43383282
30016,13217,201401,.42796516
30016,13217,201402,.42099753
30016,13217,201403,.41333702
30016,13217,201404,.39988977
30016,13217,201405,.38592526
30016,13217,201406,.37247878
30016,13217,201407,.36228371
30016,13217,201408,.3521243
30016,13217,201409,.34226042
30016,13217,201410,.35746956
30016,13217,201411,.37214813
30016,13217,201412,.38723007
30016,13217,201501,.33377692
30016,13217,201502,.32229286
30016,13217,201503,.30913833
30016,13217,201504,.30144671
30016,13217,201505,.29363126
30016,13217,201506,.28595334
30016,13217,201507,.27798012
30016,13217,201508,.26995766
30016,13217,201509,.26223055
30016,13217,201510,.26838273
30016,13217,201511,.27441424
30016,13217,201512,.28056705
30016,13217,201601,.264606
30016,13217,201602,.2497416
30016,13217,201603,.23379436
30016,13217,201604,.23028842
30016,13217,201605,.22643921
30016,13217,201606,.22293776
30016,13217,201607,.20240372
30016,13217,201608,.1822909
30016,13217,201609,.1632894
30016,13217,201610,.16294511
30016,13217,201611,.16260882
30016,13217,201612,.16226453
30016,13217,201701,.15984654
30016,13217,201702,.15769799
30016,13217,201703,.15528776
30016,13217,201704,.14520413
30016,13217,201705,.13471375
30016,13217,201706,.12463112
30016,13217,201707,.12095509
30016,13217,201708,.11771916
30016,13217,201709,.11452664
30016,13217,201710,.11319932
30016,13217,201711,.11323131
30016,13217,201712,.11327974
30016,13217,201801,.10974429
30016,13217,201802,.1064221
30016,13217,201803,.10288922
30016,13217,201804,.097014561
30016,13217,201805,.090966277
30016,13217,201806,.085111529
30016,13217,201807,.082014807
30016,13217,201808,.078966469
30016,13217,201809,.075966515
30016,13217,201810,.073353656
30016,13217,201811,.070755854
30016,13217,201812,.067787655
30016,13217,201901,.065334357
30016,13217,201902,.063082092
30016,13217,201903,.0606337
30016,13217,201904,.059136946
30016,13217,201905,.057508752
30016,13217,201906,.056021873
30025,13297,200909,.10818636
30025,13297,200910,.11897868
30025,13297,200911,.12924454
30025,13297,200912,.14003685
30025,13297,201001,.13793103
30025,13297,201002,.13923368
30025,13297,201003,.13689032
30025,13297,201004,.13419564
30025,13297,201005,.13177042
30025,13297,201006,.12995116
30025,13297,201007,.13130765
30025,13297,201008,.13266413
30025,13297,201009,.13402061
30025,13297,201010,.13483451
30025,13297,201011,.13591969
30025,13297,201012,.13673359
30025,13297,201101,.13781877
30025,13297,201102,.13890396
30025,13297,201103,.13998915
30025,13297,201104,.14297341
30025,13297,201105,.14622897
30025,13297,201106,.14921324
30025,13297,201107,.14749341
30025,13297,201108,.15013193
30025,13297,201109,.15250659
30025,13297,201110,.16385224
30025,13297,201111,.17515168
30025,13297,201112,.18644515
30025,13297,201201,.19502515
30025,13297,201202,.20216988
30025,13297,201203,.21010849
30025,13297,201204,.19634824
30025,13297,201205,.18179412
30025,13297,201206,.16523549
30025,13297,201207,.16315378
30025,13297,201208,.16133229
30025,13297,201209,.15920916
30025,13297,201210,.15218522
30025,13297,201211,.14568157
30025,13297,201212,.13865764
30025,13297,201301,.13579604
30025,13297,201302,.13331601
30025,13297,201303,.13045739
30025,13297,201304,.11002319
30025,13297,201305,.090182945
30025,13297,201306,.070858024
30025,13297,201307,.064131245
30025,13297,201308,.060139164
30025,13297,201309,.05616302
30025,13297,201310,.054920476
30025,13297,201311,.053699579
30025,13297,201312,.052696992
30025,13297,201401,.051776651
30025,13297,201402,.050012629
30025,13297,201403,.047967684
30025,13297,201404,.044685684
30025,13297,201405,.041318126
30025,13297,201406,.038022812
30025,13297,201407,.037515841
30025,13297,201408,.03700887
30025,13297,201409,.036501899
30025,13297,201410,.037515841
30025,13297,201411,.038783271
30025,13297,201412,.039797213
30025,13297,201501,.036555447
30025,13297,201502,.034592737
30025,13297,201503,.032638036
30025,13297,201504,.030451866
30025,13297,201505,.028016713
30025,13297,201506,.025691217
30025,13297,201507,.024957182
30025,13297,201508,.024467824
30025,13297,201509,.023832925
30025,13297,201510,.024078624
30025,13297,201511,.025368884
30025,13297,201512,.025627751
30025,13297,201601,.025368884
30025,13297,201602,.025368884
30025,13297,201603,.025110018
30025,13297,201604,.024857586
30025,13297,201605,.024358641
30025,13297,201606,.024099508
30025,13297,201607,.02281566
30025,13297,201608,.021519316
30025,13297,201609,.02021249
30025,13297,201610,.02021249
30025,13297,201611,.019958528
30025,13297,201612,.019958528
30025,13297,201701,.019440124
30025,13297,201702,.019175952
30025,13297,201703,.018657682
30025,13297,201704,.018139414
30025,13297,201705,.017616581
30025,13297,201706,.017098445
30025,13297,201707,.016321244
30025,13297,201708,.015803108
30025,13297,201709,.015025907
30025,13297,201710,.015388561
30025,13297,201711,.016153846
30025,13297,201712,.016666668
30025,13297,201801,.016410256
30025,13297,201802,.016418677
30025,13297,201803,.016162135
30025,13297,201804,.01564905
30025,13297,201805,.014879425
30025,13297,201806,.014366342
30025,13297,201807,.0141098
30025,13297,201808,.013596716
30025,13297,201809,.013340174
30025,13297,201810,.013340174
30025,13297,201811,.013596716
30025,13297,201812,.013534219
30025,13297,201901,.013278856
30025,13297,201902,.013033479
30025,13297,201903,.01277792
30025,13297,201904,.012674599
30025,13297,201905,.012144702
30025,13297,201906,.011886305
30052,13297,200909,.21257909
30052,13297,200910,.23906885
30052,13297,200911,.26466143
30052,13297,200912,.2911512
30052,13297,201001,.29058456
30052,13297,201002,.2838662
30052,13297,201003,.28311557
30052,13297,201004,.28366962
30052,13297,201005,.28417748
30052,13297,201006,.28477097
30052,13297,201007,.28957334
30052,13297,201008,.29437569
30052,13297,201009,.29899335
30052,13297,201010,.29058921
30052,13297,201011,.28250831
30052,13297,201012,.27410418
30052,13297,201101,.27987623
30052,13297,201102,.2850942
30052,13297,201103,.29086629
30052,13297,201104,.2949298
30052,13297,201105,.29913187
30052,13297,201106,.30319542
30052,13297,201107,.3047747
30052,13297,201108,.30546936
30052,13297,201109,.30616403
30052,13297,201110,.33311722
30052,13297,201111,.35969022
30052,13297,201112,.38644791
30052,13297,201201,.39270484
30052,13297,201202,.39835063
30052,13297,201203,.40456778
30052,13297,201204,.38565603
30052,13297,201205,.36602882
30052,13297,201206,.34685373
30052,13297,201207,.34393665
30052,13297,201208,.34103429
30052,13297,201209,.33821011
30052,13297,201210,.31756318
30052,13297,201211,.29765764
30052,13297,201212,.27705768
30052,13297,201301,.27113229
30052,13297,201302,.26580873
30052,13297,201303,.25983524
30052,13297,201304,.23312232
30052,13297,201305,.20589595
30052,13297,201306,.17960447
30052,13297,201307,.1768368
30052,13297,201308,.17573816
30052,13297,201309,.1746693
30052,13297,201310,.17479861
30052,13297,201311,.17407542
30052,13297,201312,.17430733
30052,13297,201401,.16582319
30052,13297,201402,.15804349
30052,13297,201403,.14948031
30052,13297,201404,.14751333
30052,13297,201405,.14546034
30052,13297,201406,.14350143
30052,13297,201407,.13908251
30052,13297,201408,.13461801
30052,13297,201409,.13033575
30052,13297,201410,.13724776
30052,13297,201411,.14398943
30052,13297,201412,.15092018
30052,13297,201501,.13921516
30052,13297,201502,.12869304
30052,13297,201503,.11708472
30052,13297,201504,.10745265
30052,13297,201505,.096109226
30052,13297,201506,.08697205
30052,13297,201507,.086075269
30052,13297,201508,.085182376
30052,13297,201509,.084214285
30052,13297,201510,.084972568
30052,13297,201511,.086819045
30052,13297,201512,.087071717
30052,13297,201601,.088129655
30052,13297,201602,.089158252
30052,13297,201603,.090235688
30052,13297,201604,.082424246
30052,13297,201605,.074374974
30052,13297,201606,.066564925
30052,13297,201607,.060861759
30052,13297,201608,.05516158
30052,13297,201609,.049632024
30052,13297,201610,.047702387
30052,13297,201611,.04562109
30052,13297,201612,.04369973
30052,13297,201701,.045397677
30052,13297,201702,.046870112
30052,13297,201703,.048223238
30052,13297,201704,.044274878
30052,13297,201705,.040149063
30052,13297,201706,.036200702
30052,13297,201707,.035004437
30052,13297,201708,.033762202
30052,13297,201709,.032100275
30052,13297,201710,.031214776
30052,13297,201711,.030571094
30052,13297,201712,.029877283
30052,13297,201801,.028142752
30052,13297,201802,.026625037
30052,13297,201803,.024890509
30052,13297,201804,.02397988
30052,13297,201805,.023025887
30052,13297,201806,.02211526
30052,13297,201807,.020987814
30052,13297,201808,.019903734
30052,13297,201809,.018818021
30052,13297,201810,.018935516
30052,13297,201811,.019407123
30052,13297,201812,.019841271
30052,13297,201901,.019115889
30052,13297,201902,.018386891
30052,13297,201903,.017664084
30052,13297,201904,.016871432
30052,13297,201905,.015748031
30052,13297,201906,.014665801
30054,13217,200909,.1745531
30054,13217,200910,.17602524
30054,13217,200911,.17770767
30054,13217,200912,.17917982
30054,13217,201001,.18675078
30054,13217,201002,.21975662
30054,13217,201003,.22791141
30054,13217,201004,.22576804
30054,13217,201005,.22362468
30054,13217,201006,.22137587
30054,13217,201007,.21923351
30054,13217,201008,.21709117
30054,13217,201009,.21494882
30054,13217,201010,.22256605
30054,13217,201011,.22970721
30054,13217,201012,.23732445
30054,13217,201101,.24018091
30054,13217,201102,.24303737
30054,13217,201103,.24589384
30054,13217,201104,.25041658
30054,13217,201105,.25517735
30054,13217,201106,.25970006
30054,13217,201107,.25712928
30054,13217,201108,.25499049
30054,13217,201109,.25308937
30054,13217,201110,.25546578
30054,13217,201111,.25754336
30054,13217,201112,.25991923
30054,13217,201201,.26514611
30054,13217,201202,.26989785
30054,13217,201203,.27505937
30054,13217,201204,.25362146
30054,13217,201205,.23129898
30054,13217,201206,.20688041
30054,13217,201207,.20454013
30054,13217,201208,.20219986
30054,13217,201209,.20004679
30054,13217,201210,.1965372
30054,13217,201211,.19326158
30054,13217,201212,.18975198
30054,13217,201301,.19068788
30054,13217,201302,.19162378
30054,13217,201303,.19251461
30054,13217,201304,.16500454
30054,13217,201305,.14253342
30054,13217,201306,.12097871
30054,13217,201307,.11293959
30054,13217,201308,.10550045
30054,13217,201309,.09826459
30054,13217,201310,.099616855
30054,13217,201311,.1011717
30054,13217,201312,.10259301
30054,13217,201401,.10078595
30054,13217,201402,.097087376
30054,13217,201403,.092695333
30054,13217,201404,.085991681
30054,13217,201405,.079075143
30054,13217,201406,.072369941
30054,13217,201407,.072601154
30054,13217,201408,.073046692
30054,13217,201409,.073277853
30054,13217,201410,.073971339
30054,13217,201411,.074682079
30054,13217,201412,.075393155
30054,13217,201501,.067944624
30054,13217,201502,.06687966
30054,13217,201503,.066135287
30054,13217,201504,.060951971
30054,13217,201505,.055352144
30054,13217,201506,.050183073
30054,13217,201507,.049321558
30054,13217,201508,.048172042
30054,13217,201509,.047311828
30054,13217,201510,.047956988
30054,13217,201511,.049038671
30054,13217,201512,.049686756
30054,13217,201601,.049686756
30054,13217,201602,.049470726
30054,13217,201603,.049470726
30054,13217,201604,.048833188
30054,13217,201605,.048257954
30054,13217,201606,.047608744
30054,13217,201607,.045434877
30054,13217,201608,.043054953
30054,13217,201609,.041113771
30054,13217,201610,.040243637
30054,13217,201611,.039364941
30054,13217,201612,.038494997
30054,13217,201701,.036964558
30054,13217,201702,.03566768
30054,13217,201703,.034145281
30054,13217,201704,.031970423
30054,13217,201705,.030013049
30054,13217,201706,.027838191
30054,13217,201707,.027620705
30054,13217,201708,.027403219
30054,13217,201709,.027185732
30054,13217,201710,.026729899
30054,13217,201711,.02650862
30054,13217,201712,.026293103
30054,13217,201801,.02650862
30054,13217,201802,.026724137
30054,13217,201803,.026939655
30054,13217,201804,.025215518
30054,13217,201805,.023706896
30054,13217,201806,.021982759
30054,13217,201807,.021767242
30054,13217,201808,.021767242
30054,13217,201809,.021551725
30054,13217,201810,.020905172
30054,13217,201811,.020254256
30054,13217,201812,.019590957
30054,13217,201901,.018945102
30054,13217,201902,.018506564
30054,13217,201903,.017860986
30054,13217,201904,.017562879
30054,13217,201905,.016930757
30054,13217,201906,.016496636
30094,13247,200909,.22692017
30094,13247,200910,.25378358
30094,13247,200911,.27970108
30094,13247,200912,.30656451
30094,13247,201001,.32850927
30094,13247,201002,.34092382
30094,13247,201003,.36236578
30094,13247,201004,.35255462
30094,13247,201005,.34228063
30094,13247,201006,.33243868
30094,13247,201007,.33762148
30094,13247,201008,.34271172
30094,13247,201009,.34770939
30094,13247,201010,.3438223
30094,13247,201011,.33993521
30094,13247,201012,.33604813
30094,13247,201101,.33410457
30094,13247,201102,.33234614
30094,13247,201103,.33040258
30094,13247,201104,.3296622
30094,13247,201105,.32882926
30094,13247,201106,.32808885
30094,13247,201107,.31657735
30094,13247,201108,.30567363
30094,13247,201109,.29504713
30094,13247,201110,.32692662
30094,13247,201111,.35775661
30094,13247,201112,.38902214
30094,13247,201201,.37057194
30094,13247,201202,.35322878
30094,13247,201203,.33474773
30094,13247,201204,.34243292
30094,13247,201205,.3503643
30094,13247,201206,.35689339
30094,13247,201207,.35818014
30094,13247,201208,.35946691
30094,13247,201209,.36075369
30094,13247,201210,.35787153
30094,13247,201211,.35502252
30094,13247,201212,.35217351
30094,13247,201301,.35244924
30094,13247,201302,.35272494
30094,13247,201303,.34851646
30094,13247,201304,.31994197
30094,13247,201305,.28714734
30094,13247,201306,.25911331
30094,13247,201307,.24970891
30094,13247,201308,.24019344
30094,13247,201309,.23107927
30094,13247,201310,.23000447
30094,13247,201311,.22897071
30094,13247,201312,.22783449
30094,13247,201401,.2211771
30094,13247,201402,.2150345
30094,13247,201403,.20833333
30094,13247,201404,.19879949
30094,13247,201405,.18915285
30094,13247,201406,.17966649
30094,13247,201407,.17903891
30094,13247,201408,.17832167
30094,13247,201409,.17767817
30094,13247,201410,.17839535
30094,13247,201411,.17900681
30094,13247,201412,.18020852
30094,13247,201501,.17669819
30094,13247,201502,.18069179
30094,13247,201503,.1850099
30094,13247,201504,.16908795
30094,13247,201505,.15292701
30094,13247,201506,.1372077
30094,13247,201507,.13462861
30094,13247,201508,.13195221
30094,13247,201509,.12945929
30094,13247,201510,.12911545
30094,13247,201511,.12755449
30094,13247,201512,.1272139
30094,13247,201601,.12251853
30094,13247,201602,.1180029
30094,13247,201603,.11323166
30094,13247,201604,.10734367
30094,13247,201605,.10138877
30094,13247,201606,.095509924
30094,13247,201607,.091846295
30094,13247,201608,.088097468
30094,13247,201609,.084519044
30094,13247,201610,.080940612
30094,13247,201611,.077473186
30094,13247,201612,.073872343
30094,13247,201701,.074540503
30094,13247,201702,.075074308
30094,13247,201703,.075753719
30094,13247,201704,.072866239
30094,13247,201705,.069984712
30094,13247,201706,.067091294
30094,13247,201707,.063694268
30094,13247,201708,.06029724
30094,13247,201709,.057065219
30094,13247,201710,.054008152
30094,13247,201711,.050919257
30094,13247,201712,.047869187
30094,13247,201801,.044472679
30094,13247,201802,.041423127
30094,13247,201803,.03803473
30094,13247,201804,.035826206
30094,13247,201805,.03362412
30094,13247,201806,.031422038
30094,13247,201807,.031334687
30094,13247,201808,.03125
30094,13247,201809,.03116795
30094,13247,201810,.030066909
30094,13247,201811,.028965868
30094,13247,201812,.027916843
30094,13247,201901,.027407723
30094,13247,201902,.026981164
30094,13247,201903,.026472086
30094,13247,201904,.027061418
30094,13247,201905,.027742429
30094,13247,201906,.028353142
30104,13233,200909,.062279671
30104,13233,200910,.067567565
30104,13233,200911,.07344301
30104,13233,200912,.078730904
30104,13233,201001,.07755582
30104,13233,201002,.073546179
30104,13233,201003,.059014872
30104,13233,201004,.060873605
30104,13233,201005,.062267657
30104,13233,201006,.064126395
30104,13233,201007,.062267657
30104,13233,201008,.060408924
30104,13233,201009,.058550186
30104,13233,201010,.055762082
30104,13233,201011,.052509293
30104,13233,201012,.049721189
30104,13233,201101,.049721189
30104,13233,201102,.049256507
30104,13233,201103,.049256507
30104,13233,201104,.050185874
30104,13233,201105,.051579926
30104,13233,201106,.052509293
30104,13233,201107,.053613052
30104,13233,201108,.054079253
30104,13233,201109,.055011656
30104,13233,201110,.05874126
30104,13233,201111,.062441751
30104,13233,201112,.06616962
30104,13233,201201,.057289239
30104,13233,201202,.048439682
30104,13233,201203,.039590124
30104,13233,201204,.043782022
30104,13233,201205,.055674519
30104,13233,201206,.060460139
30104,13233,201207,.058226496
30104,13233,201208,.055732485
30104,13233,201209,.053609341
30104,13233,201210,.054670911
30104,13233,201211,.055732485
30104,13233,201212,.056794055
30104,13233,201301,.057324842
30104,13233,201302,.057864282
30104,13233,201303,.058390319
30104,13233,201304,.051941238
30104,13233,201305,.045120671
30104,13233,201306,.038804404
30104,13233,201307,.039853174
30104,13233,201308,.04090194
30104,13233,201309,.041950706
30104,13233,201310,.041426323
30104,13233,201311,.041404612
