Region,RegionName,StateName,CountyName,CityName,ForecastYoYPctChange
Neighborhood,Dentsville,SC,Richland County,Columbia,-1.0018561616736532
Neighborhood,Derita-Statesville,NC,Mecklenburg County,Charlotte,6.90443874222062
Neighborhood,Desert Shores,NV,Clark County,Las Vegas,1.0518699248422525
Neighborhood,Desert Spring Flower,NM,Bernalillo County,Albuquerque,6.313157736057207
Neighborhood,Desert Uplands,AZ,Maricopa County,Mesa,4.686053768089171
Neighborhood,Desert View,AZ,Maricopa County,Phoenix,2.959239814115322
Neighborhood,Deshler Park,OH,Franklin County,Columbus,7.965239885220665
Neighborhood,Desoto Lakes,FL,Sarasota County,Sarasota,3.001379156831274
Neighborhood,Devers Area,PA,York County,York,2.8830929491734603
Neighborhood,Devil's Thumb,CO,Boulder County,Boulder,5.616374723203288
Neighborhood,Devon,PA,Chester County,Easttown,-0.11221127613305626
Neighborhood,Devon,IN,Marion County,Indianapolis,3.6770816043268706
Neighborhood,Devonshire,IN,Marion County,Indianapolis,2.262104462360437
Neighborhood,Devonshire,AL,Mobile County,Mobile,0.7464086468976339
Neighborhood,Devonshire,OH,Franklin County,Columbus,5.105466137059822
Neighborhood,Deweese,OH,Montgomery County,Dayton,1.7742279006059958
Neighborhood,Dewey Hill,MN,Hennepin County,Edina,1.5054188053267747
Neighborhood,Dexter,MA,Norfolk County,Dedham,1.5441005316101153
Neighborhood,Dexter Falls,OH,Franklin County,Columbus,3.7078672371702925
Neighborhood,Di Grado,AL,Mobile County,Mobile,0.9768160225814837
Neighborhood,Diamond Hill,RI,Providence County,Cumberland,1.816653251268252
Neighborhood,Diamond Lake,MN,Hennepin County,Minneapolis,2.4867242124791966
Neighborhood,Diamond Oaks,CA,Placer County,Roseville,3.212392425119104
Neighborhood,Dickinson Narrows,PA,Philadelphia County,Philadelphia,0.8456915085608863
Neighborhood,Dietz,AZ,Pima County,Tucson,4.885507989083049
Neighborhood,Dillard,LA,Orleans Parish,New Orleans,5.485457197786148
Neighborhood,Dilworth,NC,Mecklenburg County,Charlotte,2.6130127165920003
Neighborhood,Dinsmore,FL,Duval County,Jacksonville,3.5122279618881924
Neighborhood,Disston Heights,FL,Pinellas County,Saint Petersburg,3.981250952626514
Neighborhood,Dixon,UT,Utah County,Provo,3.7691379193655727
Neighborhood,Dobson Ranch,AZ,Maricopa County,Mesa,3.945077479433734
Neighborhood,Dobson Woods,AZ,Maricopa County,Mesa,3.3197485420737083
Neighborhood,Dogwood Azalea,KY,Daviess County,Owensboro,3.1222725112881378
Neighborhood,Doling Park,MO,Greene County,Springfield,2.6940568315152236
Neighborhood,Dominican-Black Canyon,CA,Marin County,San Rafael,-0.2388518808473683
Neighborhood,Dominion Hills,VA,Arlington County,Arlington,5.259266472085078
Neighborhood,Don Diego,NM,Santa Fe County,Santa Fe,0.6618584570931674
Neighborhood,Don Gaspar,NM,Santa Fe County,Santa Fe,3.0635169144474395
Neighborhood,Donaldson Run,VA,Arlington County,Arlington,5.9312254477887905
Neighborhood,Donelson Hills,TN,Davidson County,Nashville,1.400601981504579
Neighborhood,Dongan Hills,NY,Richmond County,New York,0.054207571881259575
Neighborhood,Dormont,PA,Allegheny County,Pittsburgh,-1.2470620431842327
Neighborhood,Dos Lagos,CA,Riverside County,Corona,1.0579734226530357
Neighborhood,Douglas,DC,District of Columbia,Washington,1.4913783643142775
Neighborhood,Douglas,CO,Douglas County,Parker,2.051798562806839
Neighborhood,Douglas Acres,IA,Polk County,Des Moines,1.333754023671574
Neighborhood,Douglas Park,VA,Arlington County,Arlington,2.63765766687043
Neighborhood,Douglaston-Little Neck,NY,Queens County,New York,-1.018497458741019
Neighborhood,Dover Estates,FL,Orange County,Orlando,1.6732551913349214
Neighborhood,Dover Manor,FL,Orange County,Orlando,2.7136855905492308
Neighborhood,Dover Shores East,FL,Orange County,Orlando,1.8516463815440032
Neighborhood,Dover Shores West,FL,Orange County,Orlando,2.408666707359308
Neighborhood,Dower,WA,Pierce County,Lakewood,3.970933129550769
Neighborhood,Downer Woods,WI,Milwaukee County,Milwaukee,2.9933465477113064
Neighborhood,Downtown,IN,Marion County,Indianapolis,0.17919606134919608
Neighborhood,Downtown,CA,San Francisco County,San Francisco,0.35763614247326103
Neighborhood,Downtown,CA,Los Angeles County,Los Angeles,0.8216431700964977
Neighborhood,Downtown,CA,Riverside County,Riverside,3.8233196328388175
Neighborhood,Downtown,FL,Hillsborough County,Tampa,3.1007115845056443
Neighborhood,Downtown,FL,Miami-Dade County,Miami,-2.921231904244004
Neighborhood,Downtown,GA,Fulton County,Atlanta,4.509141195841693
Neighborhood,Downtown,ID,Ada County,Boise,0.29998683647480817
Neighborhood,Downtown,MD,Baltimore City,Baltimore,2.7325550794502496
Neighborhood,Downtown,ME,Cumberland County,Portland,0.4871726785727448
Neighborhood,Downtown,NM,Bernalillo County,Albuquerque,1.5117191384777406
Neighborhood,Downtown,NV,Clark County,Las Vegas,1.9753500610072416
Neighborhood,Downtown,MA,Suffolk County,Boston,3.575226137837184
Neighborhood,Downtown,NY,Kings County,New York,-2.4370816345294366
Neighborhood,Downtown,OR,Multnomah County,Portland,-2.438441623426013
Neighborhood,Downtown,WA,King County,Redmond,0.8103519203497056
Neighborhood,Downtown,TX,Travis County,Austin,3.21202570790724
Neighborhood,Downtown,TX,Harris County,Houston,-0.3766943996354133
Neighborhood,Downtown,VA,Norfolk City,Norfolk,0.378598896595439
Neighborhood,Downtown,WA,King County,Bellevue,1.6763055917215164
Neighborhood,Downtown,FL,Palm Beach County,West Palm Beach,1.3383833169939852
Neighborhood,Downtown,NJ,Hudson County,Jersey City,-0.29962056891794653
Neighborhood,Downtown,CA,Los Angeles County,Long Beach,3.9739372631548697
Neighborhood,Downtown,UT,Salt Lake County,Salt Lake City,2.3524057575021295
Neighborhood,Downtown,DC,District of Columbia,Washington,1.249741056885867
Neighborhood,Downtown,VA,Hampton City,Hampton,-1.4909269036864736
Neighborhood,Downtown,FL,Broward County,Fort Lauderdale,-0.06520842783716008
Neighborhood,Downtown,OK,Tulsa County,Tulsa,-0.36954999482330386
Neighborhood,Downtown,FL,Sarasota County,Sarasota,0.4532549276083042
Neighborhood,Downtown,OR,Washington County,Tigard,0.7695404732367406
Neighborhood,Downtown,WA,Pierce County,Puyallup,1.1706169970395752
Neighborhood,Downtown,TX,Dallas County,Irving,4.797024133871219
Neighborhood,Downtown,GA,Fulton County,Sandy Springs,2.770538375867848
Neighborhood,Downtown,FL,Palm Beach County,Boca Raton,1.6624717382685006
Neighborhood,Downtown,CA,Alameda County,San Leandro,-0.4042792734127776
Neighborhood,Downtown,CA,Los Angeles County,El Monte,-0.4117564310751276
Neighborhood,Downtown,MN,Dakota County,Apple Valley,4.346427363404404
Neighborhood,Downtown,GA,Dekalb County,Decatur,2.7607726156546164
Neighborhood,Downtown,TX,Denton County,Denton,5.9620768986987205
Neighborhood,Downtown,IA,Pottawattamie County,Council Bluffs,-1.6413638537215447
Neighborhood,Downtown,IL,Cook County,Evanston,-0.7266298609626243
Neighborhood,Downtown,CA,Ventura County,Ventura,1.9470752839133132
Neighborhood,Downtown,IN,Elkhart County,Elkhart,-2.0929582505479494
Neighborhood,Downtown Charlotte,NC,Mecklenburg County,Charlotte,3.0749319550053
Neighborhood,Downtown East,MN,Hennepin County,Minneapolis,2.746610827130569
Neighborhood,Downtown East,NV,Clark County,Las Vegas,10.79707891460222
Neighborhood,Downtown Knoxville,TN,Knox County,Knoxville,5.4118225413960275
Neighborhood,Downtown Menlo Park,CA,San Mateo County,Menlo Park,-1.620323093885212
Neighborhood,Downtown North,PA,Montgomery County,Pottstown,-2.088944354291855
Neighborhood,Downtown West,MN,Hennepin County,Minneapolis,1.3165589926631194
Neighborhood,Drake,IA,Polk County,Des Moines,1.4238464161853148
Neighborhood,Dresher,PA,Montgomery County,Upper Dublin,1.85651344344393
Neighborhood,Drexel Heights,AZ,Pima County,Tucson,5.279414297990703
Neighborhood,Drexel-Alvernon,AZ,Pima County,Tucson,5.800302729167406
Neighborhood,Driftwood,FL,Broward County,Hollywood,4.256314533935157
Neighborhood,Druid Hills,GA,Fulton County,Atlanta,2.067237935450361
Neighborhood,Drusilla,LA,East Baton Rouge Parish,Baton Rouge,0.4461903351165919
Neighborhood,Duck Creek,TX,Dallas County,Richardson,1.9483416058887704
Neighborhood,Duckpond,FL,Alachua County,Gainesville,8.52676755460713
Neighborhood,Duclay,FL,Duval County,Jacksonville,4.556555097389814
Neighborhood,Duclay Forest,FL,Duval County,Jacksonville,3.607390766634877
Neighborhood,Dudgeon-Monroe,WI,Dane County,Madison,2.6069648300697024
Neighborhood,Dugan Best,KY,Daviess County,Owensboro,1.5312089002537332
Neighborhood,Duke Forest,NC,Durham County,Durham,2.829308533634922
Neighborhood,Duluth Heights,MN,Saint Louis County,Duluth,4.076221385673162
Neighborhood,Duncan Park,CO,Arapahoe County,Englewood,1.6141734050278744
Neighborhood,Duncan Park,SC,Spartanburg County,Spartanburg,4.750409332760164
Neighborhood,Dunlap,WA,King County,Seattle,0.49586440954552113
Neighborhood,Dunning,IL,Cook County,Chicago,-0.829115542063652
Neighborhood,Dupont Circle,DC,District of Columbia,Washington,1.3274843010211423
Neighborhood,Dupont Park,DC,District of Columbia,Washington,0.4888948381472691
Neighborhood,Durant Manor,CA,Alameda County,Oakland,0.09661702585737064
Neighborhood,Durham Road,OR,Washington County,Tigard,2.4631395305730885
Neighborhood,Duval,FL,Duval County,Jacksonville,5.927310482195947
Neighborhood,Dyker Heights,NY,Kings County,New York,1.0779721209978943
Neighborhood,Eads-Fisherville,TN,Shelby County,Memphis,4.5136260564168085
Neighborhood,Eagle Creek,IN,Marion County,Indianapolis,3.3933294458333263
Neighborhood,Eagle Crest,FL,Pinellas County,Saint Petersburg,2.7144049668753167
Neighborhood,Eagle Glen,CA,Riverside County,Corona,0.35821335737877824
Neighborhood,Eagle Hill,CA,San Mateo County,Redwood City,-3.0657119489057583
Neighborhood,Eagle Point,IA,Dubuque County,Dubuque,3.8597930322232354
Neighborhood,Eagle Ranch,NM,Bernalillo County,Albuquerque,1.877516187954309
Neighborhood,Eagle Ranch,CA,Kern County,Bakersfield,-0.3816627550627394
Neighborhood,Eagle Ranch,TX,Tarrant County,Fort Worth,1.40129218367675
Neighborhood,Eagle Rock,CA,Los Angeles County,Los Angeles,-0.16668512061023266
Neighborhood,Eagledale,WA,Kitsap County,Bainbridge Island,-0.5786390915419992
Neighborhood,Eagledale,IN,Marion County,Indianapolis,6.661149805356215
Neighborhood,Earlewood,SC,Richland County,Columbia,0.037314004373700804
Neighborhood,Earlington Hill,WA,King County,Renton,3.1344689149398475
Neighborhood,East,TX,Tarrant County,Arlington,5.426786402475625
Neighborhood,East,OH,Franklin County,Columbus,5.386474089059701
Neighborhood,East Agoura,CA,Los Angeles County,Agoura Hills,2.634377251973885
Neighborhood,East Allentown,PA,Lehigh County,Allentown,9.983107963324777
Neighborhood,East Arlington,FL,Duval County,Jacksonville,2.0262147039294742
Neighborhood,East Atlanta,GA,Fulton County,Atlanta,2.5819793093758037
Neighborhood,East Aurora,CO,Boulder County,Boulder,4.331306640513066
Neighborhood,East Bank-Nicollet Island,MN,Hennepin County,Minneapolis,-1.330483360231538
Neighborhood,East Beechwold,OH,Franklin County,Columbus,0.6759259579934174
Neighborhood,East Bench,UT,Salt Lake County,Salt Lake City,3.115486776846965
Neighborhood,East Bench,UT,Weber County,Ogden,4.997981153251918
Neighborhood,East Berwick,PA,Columbia County,Berwick,3.0342705163528993
Neighborhood,East Beverly,IL,Cook County,Chicago,-1.441481340544326
Neighborhood,East Biloxi,MS,Harrison County,Biloxi,6.719035610191604
Neighborhood,East Boston,MA,Suffolk County,Boston,2.6029375875062044
Neighborhood,East Broad,OH,Franklin County,Columbus,3.183722977508019
Neighborhood,East Buckeye,WI,Dane County,Madison,3.0738832655926362
Neighborhood,East Calhoun,MN,Hennepin County,Minneapolis,1.8043237005422652
Neighborhood,East Cambridge,MA,Middlesex County,Cambridge,1.5756703745953837
Neighborhood,East Campus,NE,Lancaster County,Lincoln,3.077908908815452
Neighborhood,East Carollton,LA,Orleans Parish,New Orleans,1.9069146899446832
Neighborhood,East Central,WA,Spokane County,Spokane,8.37488789829588
Neighborhood,East Central,UT,Salt Lake County,Salt Lake City,4.877657318377238
Neighborhood,East Central,CA,Los Angeles County,Pasadena,0.6192325779947216
Neighborhood,East Central,UT,Weber County,Ogden,8.4418742467117
Neighborhood,East Cesar Chavez,TX,Travis County,Austin,4.64029038153142
Neighborhood,East Chastain Park,GA,Fulton County,Atlanta,2.9137758998589725
Neighborhood,East Chelmsford,MA,Middlesex County,Chelmsford,1.4095509684351137
Neighborhood,East Colfax,CO,Denver County,Denver,2.0927092766277022
Neighborhood,East Colorado Springs,CO,El Paso County,Colorado Springs,4.6962499144459935
Neighborhood,East Columbia,OR,Multnomah County,Portland,1.8219675286156978
Neighborhood,East Columbus Gateway,OH,Franklin County,Columbus,1.1628771736587495
Neighborhood,East Congress,TX,Travis County,Austin,4.387620813877957
Neighborhood,East Corner,DC,District of Columbia,Washington,6.532771454801667
Neighborhood,East Dedham,MA,Norfolk County,Dedham,1.8385487205400786
Neighborhood,East Deering,ME,Cumberland County,Portland,1.3985975198093081
Neighborhood,East Del Paso Heights,CA,Sacramento County,Sacramento,6.457529783130411
Neighborhood,East Dennis,MA,Barnstable County,Dennis,3.7291430098406186
Neighborhood,East Elmhurst,NY,Queens County,New York,1.8740112126788278
Neighborhood,East End,CA,Alameda County,Alameda,3.1398084404293147
Neighborhood,East End,ID,Ada County,Boise,4.548238811716199
Neighborhood,East End,OH,Hamilton County,Cincinnati,4.210516142169296
Neighborhood,East End,AR,Craighead County,Jonesboro,0.713962391126266
Neighborhood,East Falls,PA,Philadelphia County,Philadelphia,3.7531614081657283
Neighborhood,East Flatbush,NY,Kings County,New York,3.5293031539119113
Neighborhood,East Foothills,CO,Boulder County,Boulder,3.204585935243287
Neighborhood,East Forest,NC,Mecklenburg County,Charlotte,4.533517750659444
Neighborhood,East Forest Park,MA,Hampden County,Springfield,2.233784497265745
Neighborhood,East Front,KS,Sedgwick County,Wichita,-4.051663556689434
Neighborhood,East Gate,IN,Marion County,Indianapolis,6.102185973748919
Neighborhood,East Hampton,TN,Shelby County,Bartlett,5.550260606119051
Neighborhood,East Harriet,MN,Hennepin County,Minneapolis,-1.4533303857227953
Neighborhood,East Hill,WI,Eau Claire County,Eau Claire,2.8503275644636616
Neighborhood,East Hills,MI,Kent County,Grand Rapids,3.1760145005667484
Neighborhood,East Hillside,MN,Saint Louis County,Duluth,3.7757746519590407
Neighborhood,East Houston,TX,Harris County,Houston,7.761471569439515
Neighborhood,East Isles,MN,Hennepin County,Minneapolis,0.8043794987557584
Neighborhood,East Islip,NY,Suffolk County,Islip,3.0902340454932453
Neighborhood,East Ithaca,NY,Tompkins County,Ithaca,0.19675748314016417
Neighborhood,East Jackson,IN,Elkhart County,Elkhart,0.8068425757102871
Neighborhood,East Lake,GA,Fulton County,Atlanta,2.8575036744453053
Neighborhood,East Lake I,CA,San Diego County,Chula Vista,2.790180849500712
Neighborhood,East Lancaster,OR,Marion County,Salem,3.453498141443867
Neighborhood,East Little York - Homestead,TX,Harris County,Houston,2.3336048077594596
Neighborhood,East Madison,FL,Pasco County,New Port Richey,-1.13156620823609
Neighborhood,East Memphis-Colonial-Yorkshire,TN,Shelby County,Memphis,4.6290908567683475
Neighborhood,East Merrimack,NH,Hillsborough County,Merrimack,3.9518558532269488
Neighborhood,East Mesa,CA,Santa Barbara County,Santa Barbara,2.5134919153953383
Neighborhood,East Meyer 7,MO,Jackson County,Kansas City,0.7701325628971079
Neighborhood,East Mountain,CT,New Haven County,Waterbury,6.146705287811205
Neighborhood,East Mountain,PA,Lackawanna County,Scranton,-0.3759566563470651
Neighborhood,East Mt Vernon,KS,Sedgwick County,Wichita,0.44275248239020737
Neighborhood,East New York,NY,Kings County,New York,1.796527277867832
Neighborhood,East Oak Hill,TX,Travis County,Austin,4.194078434278037
Neighborhood,East Oak Lane,PA,Philadelphia County,Philadelphia,-0.0328556256590673
Neighborhood,East Ocean View,VA,Norfolk City,Norfolk,2.39810423539466
Neighborhood,East Park,FL,Orange County,Orlando,3.480958876851692
Neighborhood,East Passyunk,PA,Philadelphia County,Philadelphia,2.3062643016608986
Neighborhood,East Phillips,MN,Hennepin County,Minneapolis,4.278311836387827
Neighborhood,East Queen Anne,WA,King County,Seattle,-1.1679756158526011
Neighborhood,East Quincy Highlands,CO,Arapahoe County,Aurora,1.8529216867248621
Neighborhood,East Raleigh,NC,Wake County,Raleigh,4.047727566441539
Neighborhood,East Reno,NV,Washoe County,Reno,3.734855065885645
Neighborhood,East Ridge - Ptarmigan Park,CO,Arapahoe County,Aurora,1.3760426547696714
Neighborhood,East Rock,CT,New Haven County,New Haven,0.6869101499878516
Neighborhood,East Sacramento,CA,Sacramento County,Sacramento,2.730779292055563
Neighborhood,East San Roque,CA,Santa Barbara County,Santa Barbara,0.2014739220555395
Neighborhood,East Shore,CT,New Haven County,New Haven,0.8432028551883075
Neighborhood,East Side,TX,El Paso County,El Paso,1.9197990987029234
Neighborhood,East Side,CA,Los Angeles County,Long Beach,4.816911733593865
Neighborhood,East Side,MA,Middlesex County,Wakefield,0.9595726982767783
Neighborhood,East Side,MN,Olmsted County,Rochester,5.008128941289036
Neighborhood,East Side,MA,Middlesex County,Melrose,-0.9033616120771137
Neighborhood,East Side,PA,Lancaster County,Lancaster,0.9736635634109758
Neighborhood,East Somerville,MA,Middlesex County,Somerville,1.875158461739579
Neighborhood,East Springfield,MA,Hampden County,Springfield,5.4912989429471315
Neighborhood,East Sunnyside-Whiskey Ridge,WA,Snohomish County,Marysville,2.1658283158364933
Neighborhood,East Terrell Hills,TX,Bexar County,San Antonio,3.1062168953389424
Neighborhood,East Ukrainian Village,IL,Cook County,Chicago,-0.11510437094851556
Neighborhood,East Venice Ave,FL,Sarasota County,Venice,3.180633227729368
Neighborhood,East Village,NY,New York County,New York,-5.866968662973759
Neighborhood,East Village,TX,Bexar County,San Antonio,4.845416501477828
Neighborhood,East Village,CA,San Diego County,San Diego,-1.4980854306344216
Neighborhood,East Village,CA,Los Angeles County,San Marino,-2.1018299333938173
Neighborhood,East Village,CA,Los Angeles County,Long Beach,2.9718397454683743
Neighborhood,East Village,CA,Ventura County,Oxnard,3.476953411018213
Neighborhood,East Village,FL,Osceola County,Celebration,3.750589236593971
Neighborhood,East Walpole,MA,Norfolk County,Walpole,-0.49014354807896954
Neighborhood,East Weymouth,MA,Norfolk County,Weymouth,1.0663979497959497
Neighborhood,East Woonsocket,RI,Providence County,Woonsocket,4.77295704297942
Neighborhood,Eastborn,MI,Wayne County,Dearborn,0.9563038742151697
Neighborhood,Eastchester,NY,Bronx County,New York,4.144116046619706
Neighborhood,Eastern Hills,TX,Tarrant County,Fort Worth,3.0421197648212717
Neighborhood,Eastex - Jensen Area,TX,Harris County,Houston,3.668064306755703
Neighborhood,Eastfield,MI,Ingham County,Lansing,1.2510984049445062
Neighborhood,Eastgate,MI,Kent County,Grand Rapids,4.127059139577582
Neighborhood,Eastgate,WA,King County,Bellevue,-0.16797102029521005
Neighborhood,Easthill,TN,Shelby County,Bartlett,4.5351497362540405
Neighborhood,Eastlake,WA,King County,Seattle,-3.855571044358097
Neighborhood,Eastlake Greens,CA,San Diego County,Chula Vista,1.9040878036830522
Neighborhood,Eastlake Trails,CA,San Diego County,Chula Vista,1.5408414942120752
Neighborhood,Eastlake Vistas,CA,San Diego County,Chula Vista,1.443167592198935
Neighborhood,Eastland,TX,Tarrant County,Fort Worth,5.50028340707871
Neighborhood,Eastland Park-Dixie Plantation,KY,Fayette County,Lexington,2.2387832404858754
Neighborhood,Eastland-Wilora Lake,NC,Mecklenburg County,Charlotte,4.755454621895661
Neighborhood,Eastlawn Gardens,PA,Northampton County,Nazareth,1.221211682522405
Neighborhood,Eastmont,OH,Montgomery County,Dayton,4.701031787338561
Neighborhood,Eastmont Hills,CA,Alameda County,Oakland,4.216210427370126
Neighborhood,Eastmoreland,OR,Multnomah County,Portland,0.27025363718000683
Neighborhood,Eastmorland Community,WI,Dane County,Madison,2.9511602658179648
Neighborhood,Eastover,NC,Mecklenburg County,Charlotte,5.284329892312467
Neighborhood,Eastown,MI,Kent County,Grand Rapids,3.904612378100958
Neighborhood,Eastridge,NE,Lancaster County,Lincoln,-0.2497046542491832
Neighborhood,Eastridge,KS,Sedgwick County,Wichita,2.878456331793311
Neighborhood,Eastshore,CA,Alameda County,San Leandro,1.4102072144047018
Neighborhood,Eastside,IA,Johnson County,Iowa City,2.6847923158834552
Neighborhood,Eastside,IN,Marion County,Indianapolis,4.371273845610957
Neighborhood,Eastside,CA,Orange County,Santa Ana,2.6525712957411907
Neighborhood,Eastside,CA,Riverside County,Riverside,2.918871599180428
Neighborhood,Eastside,WA,Thurston County,Olympia,2.7421200410370217
Neighborhood,Eastside,AZ,Pima County,Tucson,1.6067502896397023
Neighborhood,Eastside,NY,Rensselaer County,Troy,4.067598386604376
Neighborhood,Eastside-ENACT,WA,Pierce County,Tacoma,5.13641055725087
Neighborhood,Eastview,IN,Vanderburgh County,Evansville,2.0962765918585813
Neighborhood,Eastway-Sheffield Park,NC,Mecklenburg County,Charlotte,-1.0656817933500595
Neighborhood,Eastwood,AL,Jefferson County,Birmingham,5.694056158342287
Neighborhood,Eastwood,NY,Onondaga County,Syracuse,1.9828862917506962
Neighborhood,Eastwood,TN,Davidson County,Nashville,1.8659346983539882
Neighborhood,Eastwood Hill East,MO,Jackson County,Kansas City,4.225065873774758
Neighborhood,Eaton Heights,NH,Hillsborough County,Manchester,2.629362818325487
Neighborhood,Echo Highlands,AL,Jefferson County,Birmingham,2.099185414982241
Neighborhood,Echo Lake,WA,King County,Shoreline,-3.1426657007169734
Neighborhood,Echo Park,CA,Los Angeles County,Los Angeles,3.3640680367032827
Neighborhood,Echo Ridge Village,CA,Orange County,Ladera Ranch,1.5399881266605187
Neighborhood,Eckel Woods,WI,Milwaukee County,West Allis,2.944456734104306
Neighborhood,Eden,TX,Bexar County,San Antonio,3.2844359133185064
Neighborhood,Eden Place,FL,Palm Beach County,Lake Worth,5.300862655191763
Neighborhood,Edgebrook,IL,Cook County,Chicago,-3.148526589649414
Neighborhood,Edgebrook Area,TX,Harris County,Houston,4.766621467001286
Neighborhood,Edgefield,OH,Stark County,Canton,3.0127546495507085
Neighborhood,Edgefield,VA,Portsmouth City,Portsmouth,2.065273853885108
Neighborhood,Edgemere Heights,OK,Oklahoma County,Oklahoma City,-2.02838001862512
Neighborhood,Edgemont,CA,Riverside County,Moreno Valley,4.566806809006718
Neighborhood,Edgemont,UT,Utah County,Provo,5.570139903902471
Neighborhood,Edgemoor,WA,Whatcom County,Bellingham,1.7987495146235766
Neighborhood,Edgemoor,FL,Pinellas County,Saint Petersburg,2.0834555016496115
Neighborhood,Edgewater,VA,Norfolk City,Norfolk,-0.7441176689337081
Neighborhood,Edgewater,IL,Cook County,Chicago,0.7885201677506171
Neighborhood,Edgewood,IN,Marion County,Indianapolis,4.821009781826979
Neighborhood,Edgewood,KY,Jefferson County,Louisville,2.622507538406027
Neighborhood,Edgewood,FL,Broward County,Fort Lauderdale,5.8473755967555885
Neighborhood,Edgewood,GA,Fulton County,Atlanta,0.7234375666237858
Neighborhood,Edgewood Park,CA,San Mateo County,Redwood City,-2.346244919917262
Neighborhood,Edgewood-Summit Hills,VA,Roanoke City,Roanoke,-1.9697883296387775
Neighborhood,Edgeworth,MA,Middlesex County,Malden,0.5610146197904564
Neighborhood,Edinborough,MN,Hennepin County,Edina,-0.9314302988566836
Neighborhood,Edinburgh,MN,Hennepin County,Brooklyn Park,2.6755314927530582
Neighborhood,Edison Park,IL,Cook County,Chicago,-2.5689201258743966
Neighborhood,Edmeyer Park,OH,Stark County,Canton,1.4896766125348515
Neighborhood,Ednor Gardens-Lakeside,MD,Baltimore City,Baltimore,-1.2465733257372436
Neighborhood,Education Hill,WA,King County,Redmond,-0.43487451586985415
Neighborhood,Egger Highlands,CA,San Diego County,San Diego,1.6241245836342344
Neighborhood,Eggertsville,NY,Erie County,Amherst,1.7054705242879553
Neighborhood,Egret Landing,FL,Palm Beach County,Jupiter,2.4077328389023656
Neighborhood,Eiber,CO,Jefferson County,Lakewood,1.9265704282791507
Neighborhood,Eiden,MN,Hennepin County,Brooklyn Park,2.774353800314322
Neighborhood,Eisenhower,NM,Bernalillo County,Albuquerque,1.6216850872692756
Neighborhood,Eken Park,WI,Dane County,Madison,4.3067848010488685
Neighborhood,El Camino Real,CA,Orange County,Irvine,0.9868755470479051
Neighborhood,El Camino Real,TX,Hays County,San Marcos,2.8095663958651373
Neighborhood,El Cerrito,CA,San Diego County,San Diego,3.7312489341904342
Neighborhood,El Chaparral Fertile Valley,TX,Bexar County,San Antonio,2.4144764565507737
Neighborhood,El Dorado,TX,Bexar County,San Antonio,3.50719492128051
Neighborhood,El Dorado - Oates Prairie,TX,Harris County,Houston,4.467302709923526
Neighborhood,El Dorado Lakes,AZ,Maricopa County,Gilbert,4.129474825869761
Neighborhood,El Dorado Park Estates,CA,Los Angeles County,Long Beach,1.425036871127694
Neighborhood,El Dorado South,CA,Los Angeles County,Long Beach,2.354311836037626
Neighborhood,El G.H.E.K.O.,AZ,Pima County,Tucson,3.5553202600316913
Neighborhood,El Paso Lower Valley,TX,El Paso County,El Paso,-0.44069787315098585
Neighborhood,El Pinal,CA,San Joaquin County,Stockton,1.012982172218213
Neighborhood,El Rio,CA,Ventura County,Oxnard,3.9794191786372446
Neighborhood,El Sereno,CA,Los Angeles County,Los Angeles,2.5511362024052797
Neighborhood,El Sobrante Hills,CA,Contra Costa County,Richmond,2.774838375843891
Neighborhood,Elder Homestead,NM,Bernalillo County,Albuquerque,1.3478596247158192
Neighborhood,Elderberry Pond,PA,Bucks County,Levittown,-0.30628903856578793
Neighborhood,Eldorado Heights,NM,Bernalillo County,Albuquerque,2.219256804226566
Neighborhood,Eldridge - West Oaks,TX,Harris County,Houston,0.38137713629589065
Neighborhood,Elim,PA,Cambria County,Upper Yoder,-2.2049579935636054
Neighborhood,Eliot,MN,Hennepin County,Saint Louis Park,1.0815175990371628
Neighborhood,Eliot,OR,Multnomah County,Portland,-1.5091582284222582
Neighborhood,Elk Run,AZ,Coconino County,Flagstaff,2.2261227703178843
Neighborhood,Elkhorn,NE,Douglas County,Omaha,2.877817843583541
Neighborhood,Elkhorn,CA,San Joaquin County,Stockton,-1.0169380709046272
Neighborhood,Elkhorn Parks-Radcliff,KY,Fayette County,Lexington,-0.18535010710674094
Neighborhood,Ellendale,TN,Shelby County,Bartlett,2.61815230582354
Neighborhood,Ellet,OH,Summit County,Akron,2.8780318409388883
Neighborhood,Elliot Park,MN,Hennepin County,Minneapolis,0.07733146977781935
Neighborhood,Ellis,UT,Cache County,Logan,7.255396695380334
Neighborhood,Ellsworth Springs,WA,Clark County,Vancouver,2.930193264146297
Neighborhood,Ellwanger-Barry,NY,Monroe County,Rochester,2.7861137696961524
Neighborhood,Elm Creek,TX,Bexar County,San Antonio,1.072461229554622
Neighborhood,Elm Heights,IN,Monroe County,Bloomington,0.6058018164990076
Neighborhood,Elma Center,NY,Erie County,Elma,2.959102827786775
Neighborhood,Elmhurst,VA,Norfolk City,Norfolk,1.8611775220817917
Neighborhood,Elmhurst,RI,Providence County,Providence,2.243311013146543
Neighborhood,Elmhurst,NY,Queens County,New York,1.2940175410321997
Neighborhood,Elmore Park,TN,Shelby County,Bartlett,6.802575618157514
Neighborhood,Elmwood,RI,Providence County,Providence,0.5904837466597535
Neighborhood,Elmwood,NY,Onondaga County,Syracuse,-0.36009975927212556
